year,month,state_and_area,tot_employed,percent_of_population,tot_unemployed,unemployment_Rate
2022,Nov,Rhode Island,"547,889",60.9,"18,629",3.3
2022,Nov,South Carolina,"2,293,650",54.1,"77,457",3.3
2022,Nov,South Dakota,"464,634",66.2,"10,392",2.2
2022,Nov,Tennessee,"3,204,445",56.9,"116,059",3.5
2022,Nov,Texas,"14,143,418",61.1,"564,593",3.8
2022,Nov,Utah,"1,711,360",66.9,"42,734",2.4
2022,Nov,Vermont,"333,046",61.4,"10,503",3.1
2022,Nov,Virginia,"4,324,760",63.1,"140,890",3.2
2022,Nov,Washington,"3,832,817",61.3,"183,636",4.6
2022,Nov,West Virginia,"752,180",52.4,"32,000",4.1
2022,Nov,Wisconsin,"2,975,583",62.6,"92,362",3
2022,Nov,Wyoming,"282,151",61.4,"11,422",3.9
2022,Dec,Alabama,"2,223,904",55.2,"59,986",2.6
2022,Dec,Alaska,"343,184",62.7,"13,249",3.7
2022,Dec,Arizona,"3,494,698",59.1,"145,861",4
2022,Dec,Arkansas,"1,325,681",55.4,"47,352",3.4
2022,Dec,California,"18,482,096",59.4,"790,262",4.1
2022,Dec,Los Angeles County,"4,720,794",60,"228,496",4.6
2022,Dec,Colorado,"3,109,208",66.1,"89,130",2.8
2022,Dec,Connecticut,"1,838,121",62.2,"76,207",4
2022,Dec,Delaware,"472,405",57,"23,030",4.6
2022,Dec,District of Columbia,"371,865",67.4,"16,349",4.2
2022,Dec,Florida,"10,548,993",57.5,"290,801",2.7
2022,Dec,Georgia,"5,072,255",59.1,"161,461",3.1
2022,Dec,Hawaii,"654,504",58.2,"25,191",3.7
2022,Dec,Idaho,"928,419",60.9,"26,377",2.8
2022,Dec,Illinois,"6,172,284",61.6,"297,260",4.6
2022,Dec,Indiana,"3,302,670",61.4,"107,399",3.1
2022,Dec,Iowa,"1,670,360",66.1,"52,349",3
2022,Dec,Kansas,"1,461,932",64.3,"43,868",2.9
2022,Dec,Kentucky,"1,959,793",55.2,"80,066",3.9
2022,Dec,Louisiana,"2,010,011",56.5,"73,536",3.5
2022,Dec,Maine,"651,351",56.2,"20,517",3.1
2022,Dec,Maryland,"3,065,836",62.7,"95,998",3
2022,Dec,Massachusetts,"3,589,568",62.3,"136,827",3.7
2022,Dec,Michigan,"4,624,276",57.2,"209,071",4.3
2022,Dec,Minnesota,"2,994,939",66.1,"90,924",2.9
2022,Dec,Mississippi,"1,191,961",52.2,"50,106",4
2022,Dec,Missouri,"2,985,562",61,"81,965",2.7
2022,Dec,Montana,"554,476",61,"15,073",2.6
2022,Dec,Nebraska,"1,031,843",67.7,"28,181",2.7
2022,Dec,Nevada,"1,481,776",58.1,"86,543",5.5
2022,Dec,New Hampshire,"747,186",64.1,"22,036",2.9
2022,Dec,New Jersey,"4,607,487",62,"157,204",3.3
2022,Dec,New Mexico,"912,207",54.3,"32,785",3.5
2022,Dec,New York,"9,230,918",57.9,"395,461",4.1
2022,Dec,New York city,"3,902,643",58.1,"209,936",5.1
2022,Dec,North Carolina,"4,962,225",58.1,"198,043",3.8
2022,Dec,North Dakota,"405,780",67.6,"8,850",2.1
2022,Dec,Ohio,"5,484,487",58.6,"235,746",4.1
2022,Dec,Oklahoma,"1,830,370",58.8,"59,659",3.2
2022,Dec,Oregon,"2,079,467",59.9,"104,143",4.8
2022,Dec,Pennsylvania,"6,199,715",59.1,"281,447",4.3
2022,Dec,Rhode Island,"548,195",60.9,"18,157",3.2
2022,Dec,South Carolina,"2,294,391",54,"77,159",3.3
2022,Dec,South Dakota,"464,710",66.1,"10,346",2.2
2022,Dec,Tennessee,"3,206,501",56.9,"115,593",3.5
2022,Dec,Texas,"14,145,551",61,"560,929",3.8
2022,Dec,Utah,"1,711,427",66.8,"42,567",2.4
2022,Dec,Vermont,"333,591",61.5,"10,378",3
2022,Dec,Virginia,"4,330,531",63.1,"139,741",3.1
2022,Dec,Washington,"3,832,769",61.3,"182,517",4.5
2022,Dec,West Virginia,"752,464",52.4,"31,859",4.1
2022,Dec,Wisconsin,"2,976,670",62.6,"91,940",3
2022,Dec,Wyoming,"282,247",61.3,"11,348",3.9
2023,Jan,Alabama,"2,226,592",55.2,"58,392",2.6
2023,Jan,Alaska,"343,583",62.7,"13,443",3.8
2023,Jan,Arizona,"3,507,814",59.3,"140,410",3.8
2023,Jan,Arkansas,"1,326,919",55.5,"46,604",3.4
2023,Jan,California,"18,502,244",59.5,"813,818",4.2
2023,Jan,Los Angeles County,"4,724,008",60,"235,657",4.8
2023,Jan,Colorado,"3,115,910",66.2,"90,436",2.8
2023,Jan,Connecticut,"1,837,469",62.2,"75,444",3.9
2023,Jan,Delaware,"473,096",57,"22,905",4.6
2023,Jan,District of Columbia,"371,846",67.3,"17,322",4.5
2023,Jan,Florida,"10,568,693",57.5,"285,839",2.6
2023,Jan,Georgia,"5,077,621",59.1,"161,710",3.1
2023,Jan,Hawaii,"654,448",58.2,"24,629",3.6
2023,Jan,Idaho,"930,735",61,"25,701",2.7
2023,Jan,Illinois,"6,175,906",61.6,"294,351",4.5
2023,Jan,Indiana,"3,302,831",61.4,"106,270",3.1
2023,Jan,Iowa,"1,669,889",66.1,"51,176",3
2023,Jan,Kansas,"1,464,164",64.4,"43,678",2.9
2023,Jan,Kentucky,"1,961,548",55.3,"79,019",3.9
2023,Jan,Louisiana,"2,015,420",56.7,"73,987",3.5
2023,Jan,Maine,"653,016",56.3,"19,702",2.9
2023,Jan,Maryland,"3,069,792",62.7,"94,030",3
2023,Jan,Massachusetts,"3,597,365",62.5,"132,399",3.5
2023,Jan,Michigan,"4,627,260",57.2,"208,935",4.3
2023,Jan,Minnesota,"2,994,670",66.1,"89,970",2.9
2023,Jan,Mississippi,"1,192,905",52.3,"48,658",3.9
2023,Jan,Missouri,"2,987,854",61,"81,882",2.7
2023,Jan,Montana,"556,007",61.1,"14,395",2.5
2023,Jan,Nebraska,"1,033,252",67.8,"26,541",2.5
2023,Jan,Nevada,"1,482,858",58,"86,549",5.5
2023,Jan,New Hampshire,"748,581",64.2,"21,850",2.8
2023,Jan,New Jersey,"4,615,244",62.1,"163,664",3.4
2023,Jan,New Mexico,"914,260",54.4,"33,473",3.5
2023,Jan,New York,"9,229,490",57.9,"402,570",4.2
2023,Jan,New York city,"3,907,823",58.2,"217,541",5.3
2023,Jan,North Carolina,"4,972,875",58.2,"193,793",3.8
2023,Jan,North Dakota,"406,091",67.6,"8,849",2.1
2023,Jan,Ohio,"5,495,784",58.8,"228,884",4
2023,Jan,Oklahoma,"1,833,796",58.9,"58,843",3.1
2023,Jan,Oregon,"2,080,467",60,"104,988",4.8
2023,Jan,Pennsylvania,"6,210,879",59.2,"281,289",4.3
2023,Jan,Rhode Island,"548,809",60.9,"17,561",3.1
2023,Jan,South Carolina,"2,298,780",54,"76,046",3.2
2023,Jan,South Dakota,"465,289",66.1,"10,061",2.1
2023,Jan,Tennessee,"3,206,466",56.8,"115,667",3.5
2023,Jan,Texas,"14,185,353",61.1,"569,291",3.9
2023,Jan,Utah,"1,716,937",66.9,"42,619",2.4
2023,Jan,Vermont,"334,424",61.6,"10,103",2.9
2023,Jan,Virginia,"4,342,658",63.2,"144,917",3.2
2023,Jan,Washington,"3,838,483",61.3,"184,387",4.6
2023,Jan,West Virginia,"753,125",52.5,"30,916",3.9
2023,Jan,Wisconsin,"2,979,859",62.7,"87,962",2.9
2023,Jan,Wyoming,"283,234",61.5,"11,360",3.9
2023,Feb,Alabama,"2,230,325",55.3,"56,166",2.5
2023,Feb,Alaska,"343,823",62.7,"13,576",3.8
2023,Feb,Arizona,"3,518,410",59.4,"134,816",3.7
2023,Feb,Arkansas,"1,329,928",55.5,"43,670",3.2
2023,Feb,California,"18,496,708",59.5,"841,703",4.4
2023,Feb,Los Angeles County,"4,725,486",60.1,"244,827",4.9
2023,Feb,Colorado,"3,124,363",66.3,"92,704",2.9
2023,Feb,Connecticut,"1,835,035",62.1,"75,733",4
2023,Feb,Delaware,"473,310",57,"22,610",4.6
2023,Feb,District of Columbia,"371,531",67.2,"18,157",4.7
2023,Feb,Florida,"10,594,704",57.6,"284,361",2.6
2023,Feb,Georgia,"5,085,527",59.2,"162,897",3.1
2023,Feb,Hawaii,"654,175",58.2,"24,176",3.6
2023,Feb,Idaho,"932,971",61,"25,141",2.6
2023,Feb,Illinois,"6,184,520",61.7,"289,854",4.5
2023,Feb,Indiana,"3,303,576",61.4,"106,121",3.1
2023,Feb,Iowa,"1,671,055",66.1,"50,083",2.9
2023,Feb,Kansas,"1,466,036",64.5,"44,088",2.9
2023,Feb,Kentucky,"1,961,916",55.3,"79,762",3.9
2023,Feb,Louisiana,"2,021,762",56.9,"75,871",3.6
2023,Feb,Maine,"654,553",56.4,"18,841",2.8
2023,Feb,Maryland,"3,074,847",62.8,"92,348",2.9
2023,Feb,Massachusetts,"3,604,321",62.6,"137,140",3.7
2023,Feb,Michigan,"4,635,221",57.3,"207,045",4.3
2023,Feb,Minnesota,"2,992,325",66,"91,023",3
2023,Feb,Mississippi,"1,195,065",52.3,"46,510",3.7
2023,Feb,Missouri,"2,995,713",61.1,"79,689",2.6
2023,Feb,Montana,"557,241",61.1,"13,775",2.4
2023,Feb,Nebraska,"1,034,961",67.8,"24,704",2.3
2023,Feb,Nevada,"1,483,635",58,"87,111",5.5
2023,Feb,New Hampshire,"749,301",64.2,"20,623",2.7
2023,Feb,New Jersey,"4,627,539",62.2,"168,835",3.5
2023,Feb,New Mexico,"916,362",54.5,"34,444",3.6
2023,Feb,New York,"9,245,321",58.1,"401,288",4.2
2023,Feb,New York city,"3,915,992",58.4,"222,492",5.4
2023,Feb,North Carolina,"4,980,762",58.2,"188,101",3.6
2023,Feb,North Dakota,"406,567",67.7,"8,856",2.1
2023,Feb,Ohio,"5,515,301",59,"223,524",3.9
2023,Feb,Oklahoma,"1,838,206",59,"57,608",3
2023,Feb,Oregon,"2,079,776",59.9,"103,216",4.7
2023,Feb,Pennsylvania,"6,216,756",59.2,"283,410",4.4
2023,Feb,Rhode Island,"548,793",60.9,"17,357",3.1
2023,Feb,South Carolina,"2,306,064",54.1,"76,043",3.2
2023,Feb,South Dakota,"466,156",66.1,"9,842",2.1
2023,Feb,Tennessee,"3,211,637",56.8,"116,474",3.5
2023,Feb,Texas,"14,232,079",61.2,"587,211",4
2023,Feb,Utah,"1,722,966",67.1,"42,302",2.4
2023,Feb,Vermont,"335,585",61.8,"9,831",2.8
2023,Feb,Virginia,"4,359,522",63.5,"145,877",3.2
2023,Feb,Washington,"3,850,180",61.5,"185,457",4.6
2023,Feb,West Virginia,"753,910",52.6,"28,813",3.7
2023,Feb,Wisconsin,"2,986,889",62.8,"82,956",2.7
2023,Feb,Wyoming,"284,405",61.7,"11,117",3.8
2023,Mar,Alabama,"2,236,638",55.4,"53,017",2.3
2023,Mar,Alaska,"344,483",62.8,"13,244",3.7
2023,Mar,Arizona,"3,529,669",59.5,"129,439",3.5
2023,Mar,Arkansas,"1,334,554",55.7,"40,868",3
2023,Mar,California,"18,511,385",59.5,"860,202",4.4
2023,Mar,Los Angeles County,"4,733,998",60.2,"248,006",5
2023,Mar,Colorado,"3,136,290",66.5,"91,077",2.8
2023,Mar,Connecticut,"1,830,377",61.9,"75,264",3.9
2023,Mar,Delaware,"474,580",57.1,"22,048",4.4
2023,Mar,District of Columbia,"371,613",67.2,"18,872",4.8
2023,Mar,Florida,"10,638,449",57.7,"283,229",2.6
2023,Mar,Georgia,"5,096,383",59.2,"164,956",3.1
2023,Mar,Hawaii,"654,864",58.3,"23,539",3.5
2023,Mar,Idaho,"935,336",61,"24,678",2.6
2023,Mar,Illinois,"6,193,275",61.8,"283,806",4.4
2023,Mar,Indiana,"3,310,854",61.5,"105,572",3.1
2023,Mar,Iowa,"1,675,575",66.3,"48,308",2.8
2023,Mar,Kansas,"1,470,299",64.6,"43,857",2.9
2023,Mar,Kentucky,"1,965,041",55.3,"77,108",3.8
2023,Mar,Louisiana,"2,030,550",57.2,"75,964",3.6
2023,Mar,Maine,"656,063",56.5,"17,633",2.6
2023,Mar,Maryland,"3,091,373",63.2,"86,288",2.7
2023,Mar,Massachusetts,"3,608,865",62.7,"132,353",3.5
2023,Mar,Michigan,"4,651,758",57.5,"199,692",4.1
2023,Mar,Minnesota,"2,996,508",66.1,"87,571",2.8
2023,Mar,Mississippi,"1,199,220",52.5,"44,011",3.5
2023,Mar,Missouri,"3,008,109",61.4,"77,410",2.5
2023,Mar,Montana,"559,022",61.2,"13,240",2.3
2023,Mar,Nebraska,"1,037,897",68,"22,562",2.1
2023,Mar,Nevada,"1,486,024",58,"86,653",5.5
2023,Mar,New Hampshire,"749,166",64.2,"18,784",2.4
2023,Mar,New Jersey,"4,644,165",62.5,"170,714",3.5
2023,Mar,New Mexico,"919,856",54.7,"33,800",3.5
2023,Mar,New York,"9,268,326",58.2,"391,595",4.1
2023,Mar,New York city,"3,926,477",58.6,"221,904",5.3
2023,Mar,North Carolina,"4,996,488",58.3,"183,074",3.5
2023,Mar,North Dakota,"407,857",67.9,"8,704",2.1
2023,Mar,Ohio,"5,537,113",59.2,"218,347",3.8
2023,Mar,Oklahoma,"1,845,543",59.2,"56,853",3
2023,Mar,Oregon,"2,080,308",60,"95,582",4.4
2023,Mar,Pennsylvania,"6,229,014",59.4,"276,017",4.2
2023,Mar,Rhode Island,"548,825",60.9,"17,356",3.1
2023,Mar,South Carolina,"2,316,734",54.3,"76,414",3.2
2023,Mar,South Dakota,"468,005",66.2,"9,186",1.9
2023,Mar,Tennessee,"3,224,389",57,"113,866",3.4
2023,Mar,Texas,"14,298,292",61.3,"599,832",4
2023,Mar,Utah,"1,731,732",67.3,"41,696",2.4
2023,Mar,Vermont,"336,996",62,"9,217",2.7
2023,Mar,Virginia,"4,385,492",63.8,"143,569",3.2
2023,Mar,Washington,"3,866,932",61.7,"180,382",4.5
2023,Mar,West Virginia,"755,499",52.7,"26,866",3.4
2023,Mar,Wisconsin,"2,997,972",63,"76,581",2.5
2023,Mar,Wyoming,"285,869",62,"10,890",3.7
2023,Apr,Alabama,"2,241,560",55.5,"51,462",2.2
2023,Apr,Alaska,"344,977",62.9,"13,097",3.7
2023,Apr,Arizona,"3,536,813",59.5,"125,716",3.4
2023,Apr,Arkansas,"1,339,385",55.8,"38,982",2.8
2023,Apr,California,"18,536,619",59.6,"867,640",4.5
2023,Apr,Los Angeles County,"4,747,664",60.4,"247,098",4.9
2023,Apr,Colorado,"3,145,549",66.7,"89,306",2.8
2023,Apr,Connecticut,"1,828,882",61.9,"72,311",3.8
2023,Apr,Delaware,"476,327",57.2,"21,457",4.3
2023,Apr,District of Columbia,"371,378",67.1,"19,426",5
2023,Apr,Florida,"10,679,183",57.8,"280,790",2.6
2023,Apr,Georgia,"5,110,471",59.3,"165,425",3.1
2023,Apr,Hawaii,"656,382",58.4,"22,519",3.3
2023,Apr,Idaho,"936,253",60.9,"24,505",2.6
2023,Apr,Illinois,"6,207,365",62,"274,994",4.2
2023,Apr,Indiana,"3,319,261",61.6,"104,245",3
2023,Apr,Iowa,"1,681,436",66.5,"46,762",2.7
2023,Apr,Kansas,"1,473,585",64.8,"44,380",2.9
2023,Apr,Kentucky,"1,970,127",55.4,"76,299",3.7
2023,Apr,Louisiana,"2,036,978",57.4,"75,796",3.6
2023,Apr,Maine,"659,019",56.7,"16,383",2.4
2023,Apr,Maryland,"3,106,097",63.5,"78,803",2.5
2023,Apr,Massachusetts,"3,617,121",62.8,"121,926",3.3
2023,Apr,Michigan,"4,682,464",57.8,"186,318",3.8
2023,Apr,Minnesota,"3,000,031",66.1,"87,682",2.8
2023,Apr,Mississippi,"1,203,791",52.7,"41,925",3.4
2023,Apr,Missouri,"3,022,087",61.6,"77,913",2.5
2023,Apr,Montana,"560,452",61.2,"13,029",2.3
2023,Apr,Nebraska,"1,040,229",68.1,"21,163",2
2023,Apr,Nevada,"1,490,001",58.1,"85,722",5.4
2023,Apr,New Hampshire,"749,565",64.2,"16,237",2.1
2023,Apr,New Jersey,"4,662,560",62.7,"170,117",3.5
2023,Apr,New Mexico,"922,587",54.8,"33,536",3.5
2023,Apr,New York,"9,291,643",58.4,"385,005",4
2023,Apr,New York city,"3,933,793",58.8,"222,899",5.4
2023,Apr,North Carolina,"5,012,688",58.4,"178,853",3.4
2023,Apr,North Dakota,"409,349",68.1,"8,712",2.1
2023,Apr,Ohio,"5,566,946",59.5,"211,200",3.7
2023,Apr,Oklahoma,"1,855,184",59.4,"54,431",2.9
2023,Apr,Oregon,"2,078,965",59.9,"86,919",4
2023,Apr,Pennsylvania,"6,241,701",59.5,"267,735",4.1
2023,Apr,Rhode Island,"549,752",61,"16,859",3
2023,Apr,South Carolina,"2,330,701",54.5,"75,653",3.1
2023,Apr,South Dakota,"469,852",66.4,"8,980",1.9
2023,Apr,Tennessee,"3,237,379",57.2,"110,187",3.3
2023,Apr,Texas,"14,354,645",61.5,"605,663",4
2023,Apr,Utah,"1,740,226",67.5,"41,317",2.3
2023,Apr,Vermont,"338,096",62.2,"8,311",2.4
2023,Apr,Virginia,"4,410,619",64.1,"140,129",3.1
2023,Apr,Washington,"3,882,593",61.9,"174,661",4.3
2023,Apr,West Virginia,"756,262",52.8,"25,966",3.3
2023,Apr,Wisconsin,"3,012,201",63.3,"72,910",2.4
2023,Apr,Wyoming,"287,245",62.2,"10,555",3.5
